village_code,api_village_name,diskominfo_village_name,odj_village_name,api_postal_code,diskominfo_postal_code,odj_postal_code,diskominfo_vs_open_data_jabar,api_vs_diskominfo,api_vs_odj,comparison_status,postal_review_required,name_difference,note
32.15.30.2003,Pusakajaya Selatan,PUSAKAJAYA SELATAN,PUSAKAJAYA SELATAN,41350,41387,41353,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.15.30.2004,Cikande,CIKANDE,CIKANDE,41350,41387,41353,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.15.30.2005,Kosambibatu,KOSAMBIBATU,KOSAMBIBATU,41350,41387,41353,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.15.30.2006,Pusakajaya Utara,PUSAKAJAYA UTARA,PUSAKAJAYA UTARA,41350,41387,41353,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.15.30.2007,Sukaratu,SUKARATU,SUKARATU,41350,41387,41353,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.15.30.2008,Ciptamargi,CIPTAMARGI,CIPTAMARGI,41350,41387,41385,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.15.30.2009,Mekarpohaci,MEKARPOHACI,MEKARPOHACI,41350,41387,41385,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.15.30.2010,Tanjungsari,TANJUNGSARI,TANJUNGSARI,41350,41387,41385,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.16.01.2001,Sagara Makmur (Segara Makmur),SAGARA MAKMUR,SAGARA MAKMUR,17211,17213,17211,different,different,match,api_matches_odj,yes,yes,
32.16.02.1006,Bahagia,BAHAGIA,BAHAGIA,17610,17612,17610,different,different,match,api_matches_odj,yes,no,
32.16.02.1007,Kebalen,KEBALEN,KEBALEN,17610,17613,17610,different,different,match,api_matches_odj,yes,no,
32.16.02.2005,Pantaihurip (Pantai Hurip),PANTAIHURIP,PANTAIHURIP,17610,17618,17610,different,different,match,api_matches_odj,yes,yes,
32.16.02.2008,Babelankota (Babelan Kota),BABELANKOTA,BABELANKOTA,17610,17611,17610,different,different,match,api_matches_odj,yes,yes,
32.16.02.2009,Kedungjaya,KEDUNGJAYA,KEDUNGJAYA,17610,17615,17610,different,different,match,api_matches_odj,yes,no,
32.16.03.2001,Sukaringin,SUKARINGIN,SUKARINGIN,17620,17653,17620,different,different,match,api_matches_odj,yes,no,
32.16.03.2002,Sukabudi,SUKABUDI,SUKABUDI,17620,17657,17620,different,different,match,api_matches_odj,yes,no,
32.16.03.2003,Sukadaya,SUKADAYA,SUKADAYA,17620,17656,17620,different,different,match,api_matches_odj,yes,no,
32.16.03.2004,Sukawangi,SUKAWANGI,SUKAWANGI,17620,17651,17620,different,different,match,api_matches_odj,yes,no,
32.16.03.2005,Sukakerta,SUKAKERTA,SUKAKERTA,17620,17652,17620,different,different,match,api_matches_odj,yes,no,
32.16.03.2006,Sukatenang,SUKATENANG,SUKATENANG,17620,17654,17620,different,different,match,api_matches_odj,yes,no,
32.16.03.2007,Sukamekar,SUKAMEKAR,SUKAMEKAR,17620,17655,17620,different,different,match,api_matches_odj,yes,no,
32.16.04.2001,Sukawijaya,SUKAWIJAYA,SUKAWIJAYA,17621,17626,17620,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.16.04.2002,Sukamaju,SUKAMAJU,SUKAMAJU,17621,17623,17620,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.16.04.2003,Sukaraja,SUKARAJA,SUKARAJA,17621,17622,17620,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.16.04.2004,Sukarapih,SUKARAPIH,SUKARAPIH,17621,17621,17620,different,match,different,api_matches_diskominfo,yes,no,
32.16.04.2005,Sukarahayu,SUKARAHAYU,SUKARAHAYU,17621,17624,17620,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.16.04.2006,Sukamantri,SUKAMANTRI,SUKAMANTRI,17621,17627,17620,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.16.04.2007,Sukabakti,SUKABAKTI,SUKABAKTI,17621,17625,17620,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.16.05.2001,Satriajaya,SATRIAJAYA,SATRIAJAYA,17511,17563,17510,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.16.05.2003,Satriamekar,SATRIAMEKAR,SATRIAMEKAR,17511,17562,17510,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.16.05.2004,Sriamur,SRIAMUR,SRIAMUR,17511,17561,17510,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.16.05.2005,Srimukti,SRIMUKTI,SRIMUKTI,17511,17565,17510,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.16.05.2006,Srijaya,SRIJAYA,SRIJAYA,17511,17568,17510,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.16.05.2007,Srimahi,SRIMAHI,SRIMAHI,17511,17567,17510,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.16.05.2008,Karangsatria,KARANGSATRIA,KARANGSATRIA,17511,17564,17510,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.16.06.1001,Jatimulya,JATIMULYA,JATIMULYA,17510,17512,17510,different,different,match,api_matches_odj,yes,no,
32.16.06.2002,Lambangsari,LAMBANGSARI,LAMBANGSARI,17510,17513,17510,different,different,match,api_matches_odj,yes,no,
32.16.06.2003,Lambangjaya,LAMBANGJAYA,LAMBANGJAYA,17510,17514,17510,different,different,match,api_matches_odj,yes,no,
32.16.06.2004,Tambun,TAMBUN,TAMBUN,17510,17511,17510,different,different,match,api_matches_odj,yes,no,
32.16.06.2005,Setiadarma,SETIADARMA,SETIADARMA,17510,17513,17510,different,different,match,api_matches_odj,yes,no,
32.16.06.2006,Setiamekar,SETIAMEKAR,SETIAMEKAR,17510,17519,17510,different,different,match,api_matches_odj,yes,no,
32.16.06.2007,Mekarsari,MEKARSARI,MEKARSARI,17510,17515,17510,different,different,match,api_matches_odj,yes,no,
32.16.06.2009,Mangunjaya,MANGUNJAYA,MANGUNJAYA,17510,17517,17510,different,different,match,api_matches_odj,yes,no,
32.16.07.1001,Wanasari,WANASARI,WANASARI,17520,17521,17520,different,different,match,api_matches_odj,yes,no,
32.16.07.2002,Wanajaya,WANAJAYA,WANAJAYA,17520,17523,17520,different,different,match,api_matches_odj,yes,no,
32.16.07.2004,Muktiwari,MUKTIWARI,MUKTIWARI,17520,17526,17520,different,different,match,api_matches_odj,yes,no,
32.16.07.2005,Sarimukti,SARIMUKTI,SARIMUKTI,17520,17527,17520,different,different,match,api_matches_odj,yes,no,
32.16.07.2006,Sukajaya,SUKAJAYA,SUKAJAYA,17520,17524,17520,different,different,match,api_matches_odj,yes,no,
32.16.07.2007,Cibuntu,CIBUNTU,CIBUNTU,17520,17522,17520,different,different,match,api_matches_odj,yes,no,
32.16.08.1008,Telaga Asih,TELAGA ASIH,TELAGA ASIH,17530,17841,17530,different,different,match,api_matches_odj,yes,no,
32.16.08.2003,Jatiwangi,JATIWANGI,JATIWANGI,17530,17846,17530,different,different,match,api_matches_odj,yes,no,
32.16.08.2005,Gandamekar,GANDAMEKAR,GANDAMEKAR,17530,17842,17530,different,different,match,api_matches_odj,yes,no,
32.16.08.2006,Gandasari,GANDASARI,GANDASARI,17530,17842,17530,different,different,match,api_matches_odj,yes,no,
32.16.08.2007,Sukadanau,SUKADANAU,SUKADANAU,17530,17848,17530,different,different,match,api_matches_odj,yes,no,
32.16.08.2010,Telajung,TELAJUNG,TELAJUNG,17530,17844,17530,different,different,match,api_matches_odj,yes,no,
32.16.08.2011,Cikedokan,CIKEDOKAN,CIKEDOKAN,17530,17845,17530,different,different,match,api_matches_odj,yes,no,
32.16.09.2001,Cikarangkota (Cikarang Kota),CIKARANGKOTA,CIKARANGKOTA,17534,17831,17530,different,different,different,api_differs_available_sources,yes,yes,API postal code differs from every available source postal code.
32.16.09.2003,Karangasih,KARANGASIH,KARANGASIH,17534,17839,17530,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.16.09.2004,Waluya,WALUYA,WALUYA,17534,17837,17530,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.16.09.2005,Karangraharja,KARANGRAHARJA,KARANGRAHARJA,17534,17839,17530,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.16.09.2007,Simpangan,SIMPANGAN,SIMPANGAN,17534,17836,17530,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.16.09.2008,Tanjungsari,TANJUNGSARI,TANJUNGSARI,17534,17838,17530,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.16.09.2009,Hajarmekar (Harja Mekar),HAJARMEKAR,HAJARMEKAR,17534,17835,,diskominfo_only,different,source_postal_missing,api_differs_available_sources,yes,yes,API postal code differs from every available source postal code.
32.16.09.2010,Mekarmukti,MEKARMUKTI,MEKARMUKTI,17534,17834,17530,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.16.09.2011,Wangunharja,WANGUNHARJA,WANGUNHARJA,17534,17833,17530,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.16.10.2001,Sukaraya,SUKARAYA,SUKARAYA,17535,17536,17530,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.16.10.2004,Karanganyar,KARANGANYAR,KARANGANYAR,17535,17533,17530,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.16.10.2008,Karangmukti,KARANGMUKTI,KARANGMUKTI,17535,17538,17530,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.16.11.1007,Sertajaya,SERTAJAYA,SERTAJAYA,17533,17823,17530,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.16.11.2001,Tanjungbaru,TANJUNGBARU,TANJUNGBARU,17533,17827,17530,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.16.11.2002,Cipayung,CIPAYUNG,CIPAYUNG,17533,17825,17530,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.16.11.2003,Hegarmanah,HEGARMANAH,HEGARMANAH,17533,17824,17530,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.16.11.2004,Jatireja,JATIREJA,JATIREJA,17533,17822,17530,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.16.11.2005,Jatibaru,JATIBARU,JATIBARU,17533,17821,17530,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.16.11.2006,Labansari,LABANSARI,LABANSARI,17533,17826,17530,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.16.11.2008,Karangsari,KARANGSARI,KARANGSARI,17533,17828,17530,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.16.13.1011,Kertasari,KERTASARI,KERTASARI,17710,17711,17710,different,different,match,api_matches_odj,yes,no,
32.16.13.2002,Karangsegar,KARANGSEGAR,KARANGSEGAR,17710,17716,17710,different,different,match,api_matches_odj,yes,no,
32.16.13.2003,Sumberurip,SUMBERURIP,SUMBERURIP,17710,17714,17710,different,different,match,api_matches_odj,yes,no,
32.16.13.2005,Karangreja,KARANGREJA,KARANGREJA,17710,17717,17710,different,different,match,api_matches_odj,yes,no,
32.16.13.2006,Karangjaya,KARANGJAYA,KARANGJAYA,17710,17717,17710,different,different,match,api_matches_odj,yes,no,
32.16.13.2007,Sumbersari,SUMBERSARI,SUMBERSARI,17710,17714,17710,different,different,match,api_matches_odj,yes,no,
32.16.13.2008,Karangpatri,KARANGPATRI,KARANGPATRI,17710,17713,17710,different,different,match,api_matches_odj,yes,no,
32.16.13.2009,Karanghaur,KARANGHAUR,KARANGHAUR,17710,17713,17710,different,different,match,api_matches_odj,yes,no,
32.16.13.2010,Kertajaya,KERTAJAYA,KERTAJAYA,17710,17712,17710,different,different,match,api_matches_odj,yes,no,
32.16.13.2012,Bantarsari,BANTARSARI,BANTARSARI,17710,17718,17710,different,different,match,api_matches_odj,yes,no,
32.16.13.2013,Bantarjaya,BANTARJAYA,BANTARJAYA,17710,17719,17710,different,different,match,api_matches_odj,yes,no,
32.16.14.2001,Sukamurni,SUKAMURNI,SUKAMURNI,17630,17643,17630,different,different,match,api_matches_odj,yes,no,
32.16.14.2002,Sukaindah,SUKAINDAH,SUKAINDAH,17630,17642,17630,different,different,match,api_matches_odj,yes,no,
32.16.14.2003,Sukakarya,SUKAKARYA,SUKAKARYA,17630,17641,17630,different,different,match,api_matches_odj,yes,no,
32.16.14.2004,Sukalaksana,SUKALAKSANA,SUKALAKSANA,17630,17645,17630,different,different,match,api_matches_odj,yes,no,
32.16.14.2005,Sukajadi,SUKAJADI,SUKAJADI,17630,17644,17630,different,different,match,api_matches_odj,yes,no,
32.16.14.2006,Sukakarsa (Sukakersa),SUKAKARSA,SUKAKARSA,17630,17641,17646,different,different,different,api_differs_available_sources,yes,yes,API postal code differs from every available source postal code.
32.16.14.2007,Sukamakmur,SUKAMAKMUR,SUKAMAKMUR,17630,17647,17630,different,different,match,api_matches_odj,yes,no,
32.16.15.2001,Sukamulya,SUKAMULYA,SUKAMULYA,17631,17631,17630,different,match,different,api_matches_diskominfo,yes,no,
